,SNR_level,vols,GBS,IBS,group_label_acc,gsm_acc,ism_gsm_corrmean,ism_gsm_corrstd
0,0.05_noise_2,200,100,100,0.9204803568474236,0.935201890502212,0.5589243151751399,0.032264778214987674
0,0.3_noise_3,200,1,1,0.965873307431739,0.9663376850156021,0.8827694666161199,0.062098670971237266
0,0.3_noise_3,200,1,10,0.9668956850548308,0.9673469434103794,0.9290992521657859,0.018102822279761677
0,0.3_noise_3,200,1,30,0.9668956850548308,0.9673469434103794,0.9313286690008165,0.014303928953617758
0,0.3_noise_3,200,1,60,0.9668956850548308,0.9673469434103794,0.9327717570410506,0.014605143513930928
0,0.3_noise_3,200,1,100,0.9668956850548308,0.9673469434103794,0.9341304682137526,0.014464769445032276
0,0.3_noise_3,200,10,1,0.965873307431739,0.9670428264791016,0.883186981927033,0.062031011049036154
0,0.3_noise_3,200,10,10,0.9668956850548308,0.9676591734386198,0.9295420549642062,0.018129905548490043
0,0.3_noise_3,200,10,30,0.9668956850548308,0.9676885512155158,0.9316075406692903,0.014322597317550576
0,0.3_noise_3,200,10,60,0.9668956850548308,0.9677011490134955,0.9330352659835732,0.014640363495806052
0,0.3_noise_3,200,10,100,0.9668956850548308,0.967701149013508,0.9343538905996243,0.014474476187774345
0,0.3_noise_3,200,30,1,0.9668956850548308,0.9675842690026117,0.8838187197009058,0.061646430075495307
0,0.3_noise_3,200,30,10,0.9668946188306234,0.9673320600907303,0.9301860767173725,0.017936715493825493
0,0.3_noise_3,200,30,30,0.9658723925137238,0.9675780715199768,0.932264510539763,0.01413900240476249
0,0.3_noise_3,200,30,60,0.9679184398894053,0.9680445445512408,0.9336955091264981,0.014431341540308304
0,0.3_noise_3,200,30,100,0.9668956850548308,0.9677309103081134,0.9349431516048747,0.014124385509537972
0,0.3_noise_3,200,60,1,0.9679184398894053,0.9676304912892421,0.8838221484067205,0.0616151066756165
0,0.3_noise_3,200,60,10,0.9679184398894053,0.9677994597375541,0.9304113310473822,0.017991629238004233
0,0.3_noise_3,200,60,30,0.9658723925137238,0.9673942509370688,0.9323169784237055,0.014021795503279547
0,0.3_noise_3,200,60,60,0.9679184398894053,0.9680466775733783,0.9338194481908753,0.014295922905559501
0,0.3_noise_3,200,60,100,0.9679184398894053,0.9674004435089473,0.935041437657306,0.01393501935771871
0,0.3_noise_3,200,100,1,0.9679184398894053,0.9678087584268255,0.8839311495530652,0.06178884392129672
0,0.3_noise_3,200,100,10,0.9679184398894053,0.9680338598249,0.9303600200356266,0.018072878088523665
0,0.3_noise_3,200,100,30,0.9679184398894053,0.9677137978737158,0.9325683226453062,0.013979163927320865
0,0.3_noise_3,200,100,60,0.9679184398894053,0.968013746549193,0.9339772680924865,0.014338457139615627
0,0.3_noise_3,200,100,100,0.9679184398894053,0.9678404923736146,0.9353978694189955,0.014001066145195726
0,0.3_noise_2,200,1,1,0.9679184398894053,0.968356767705147,0.9244647756918363,0.059337346374163144
0,0.3_noise_2,200,1,10,0.9679184398894053,0.968356767705147,0.9516620100259475,0.03149230574381656
0,0.3_noise_2,200,1,30,0.9679184398894053,0.968356767705147,0.9515864123175952,0.03144756557945087
0,0.3_noise_2,200,1,60,0.9679184398894053,0.968356767705147,0.9535323672705156,0.024534018279055554
0,0.3_noise_2,200,1,100,0.9679184398894053,0.968356767705147,0.9552672525052918,0.020616549879546267
0,0.3_noise_2,200,10,1,0.9679184398894053,0.968356767705147,0.9244647756918363,0.059337346374163144
0,0.3_noise_2,200,10,10,0.9679184398894053,0.968356767705147,0.9516620100259475,0.03149230574381656
0,0.3_noise_2,200,10,30,0.9679184398894053,0.968356767705147,0.9515864123175952,0.03144756557945087
0,0.3_noise_2,200,10,60,0.9679184398894053,0.968356767705147,0.9535323672705156,0.024534018279055554
0,0.3_noise_2,200,10,100,0.9679184398894053,0.968356767705147,0.9552672525052918,0.020616549879546267
0,0.3_noise_2,200,30,1,0.9679184398894053,0.968356767705147,0.9244647756918363,0.059337346374163144
0,0.3_noise_2,200,30,10,0.9679184398894053,0.968356767705147,0.9516620100259475,0.03149230574381656
0,0.3_noise_2,200,30,30,0.9679184398894053,0.968356767705147,0.9515864123175952,0.03144756557945087
0,0.3_noise_2,200,30,60,0.9679184398894053,0.968356767705147,0.9535323672705156,0.024534018279055554
0,0.3_noise_2,200,30,100,0.9679184398894053,0.968356767705147,0.9552672525052918,0.020616549879546267
0,0.3_noise_2,200,60,1,0.9679184398894053,0.968356767705147,0.9244647756918363,0.059337346374163144
0,0.3_noise_2,200,60,10,0.9679184398894053,0.968356767705147,0.9516620100259475,0.03149230574381656
0,0.3_noise_2,200,60,30,0.9679184398894053,0.968356767705147,0.9515864123175952,0.03144756557945087
0,0.3_noise_2,200,60,60,0.9679184398894053,0.968356767705147,0.9535323672705156,0.024534018279055554
0,0.3_noise_2,200,60,100,0.9679184398894053,0.968356767705147,0.9552672525052918,0.020616549879546267
0,0.3_noise_2,200,100,1,0.9679184398894053,0.9683551171052394,0.9244873552104632,0.059353346523189646
0,0.3_noise_2,200,100,10,0.9679184398894053,0.9683430199660907,0.9517236962264313,0.03151833271428803
0,0.3_noise_2,200,100,30,0.9679184398894053,0.9683543664078955,0.9516078568497492,0.03145688849289912
0,0.3_noise_2,200,100,60,0.9679184398894053,0.9683561036341805,0.9535399334136858,0.02453713313790639
0,0.3_noise_2,200,100,100,0.9679184398894053,0.9683566380493388,0.9552711995719954,0.020618089616850372
0,0.05_noise_3,400,1,1,0.8593816454726373,0.8599585076231857,0.349376920807739,0.07327162075661835
0,0.05_noise_3,400,1,10,0.8976276387716934,0.8978777877930033,0.4964956266430011,0.04977268825784763
0,0.05_noise_3,400,1,30,0.9114035254333924,0.9119044007540787,0.5216225215532528,0.04810574659536198
0,0.05_noise_3,400,1,60,0.912394918283093,0.9129098414783676,0.5347498874873204,0.04286692128246887
0,0.05_noise_3,400,1,100,0.9213969063621569,0.9217981845304357,0.5338296954458529,0.039233532191317554
0,0.05_noise_3,400,10,1,0.8593816454726373,0.8724906281738234,0.3600552910425515,0.07089121275014822
0,0.05_noise_3,400,10,10,0.8976276387716934,0.9138762162418987,0.5037716653652283,0.05007416330281121
0,0.05_noise_3,400,10,30,0.9114035254333924,0.9223688407477024,0.5271969912776865,0.04818582456464219
0,0.05_noise_3,400,10,60,0.912394918283093,0.924227307504478,0.5400068779466457,0.042119146902275875
0,0.05_noise_3,400,10,100,0.9213969063621569,0.92844329936975,0.5387977673813094,0.039408110478632234
0,0.05_noise_3,400,30,1,0.8649679392238708,0.835346250470431,0.36552684094377674,0.08500290055069547
0,0.05_noise_3,400,30,10,0.9154540219865618,0.9338930638050235,0.5143372998879523,0.05066291072743409
0,0.05_noise_3,400,30,30,0.9254075792767724,0.9358996154674007,0.5368492473314318,0.047749138656214524
0,0.05_noise_3,400,30,60,0.9244092568621297,0.9337971448641831,0.5470203968684122,0.039315894668360676
0,0.05_noise_3,400,30,100,0.9284108821103035,0.9361672466321129,0.5475614103919353,0.04033952338744716
0,0.05_noise_3,400,60,1,0.8678385061277349,0.8751678873575509,0.3751039001754337,0.07222558816760719
0,0.05_noise_3,400,60,10,0.924461538117267,0.9362717003894999,0.5164577142381666,0.04971090181071381
0,0.05_noise_3,400,60,30,0.9314349162681665,0.9373810625752351,0.5388871740415832,0.04633029157854163
0,0.05_noise_3,400,60,60,0.9194219940566434,0.9340231413535739,0.5497700147372167,0.0397784633424207
0,0.05_noise_3,400,60,100,0.934446866371927,0.9406417126574402,0.5514127067495636,0.039298480303136284
0,0.05_noise_3,400,100,1,0.8786108697087459,0.8879278578885553,0.37611089418259736,0.06991615590740881
0,0.05_noise_3,400,100,10,0.9254264503782442,0.9355184905734485,0.5168459311072515,0.0515461173991311
0,0.05_noise_3,400,100,30,0.9294074796967355,0.9365584476348447,0.5409722577885534,0.04826079131863693
0,0.05_noise_3,400,100,60,0.9214182498496514,0.936021395474168,0.5514105499368345,0.04130441896624481
0,0.05_noise_3,400,100,100,0.9324370897509021,0.9382255020191421,0.552660355173823,0.03930810584048721
0,0.05_noise_2,400,1,1,0.9014165470021732,0.9021556217977735,0.5161684808562177,0.07029397550146801
0,0.05_noise_2,400,1,10,0.9193649577627184,0.9199251314749521,0.6592732960122427,0.024260324460258165
0,0.05_noise_2,400,1,30,0.9213751201167604,0.9218795319032463,0.6673727747643798,0.025612001719175406
0,0.05_noise_2,400,1,60,0.920378412587745,0.9208688644408861,0.6688409961827328,0.02419032039232362
0,0.05_noise_2,400,1,100,0.9243692203410303,0.924916962298013,0.6691448102160719,0.021280308307582527
0,0.05_noise_2,400,10,1,0.9014165470021732,0.9126952518128515,0.52168861087697,0.07111493406735486
0,0.05_noise_2,400,10,10,0.9193649577627184,0.9280282718283085,0.6644216932866146,0.023793762954489327
0,0.05_noise_2,400,10,30,0.9213751201167604,0.9297519703691131,0.6721496687687338,0.025179728851491997
0,0.05_noise_2,400,10,60,0.920378412587745,0.9298272985443181,0.6746832915534411,0.023873546586656955
0,0.05_noise_2,400,10,100,0.9243692203410303,0.9310192573437426,0.6730525939197906,0.020878159431072248
0,0.05_noise_2,400,30,1,0.9113398451501987,0.9229328504371135,0.5290417154422375,0.0732215103263065
0,0.05_noise_2,400,30,10,0.9324104860321424,0.9370719902505318,0.6727413464584097,0.024424434197329245
0,0.05_noise_2,400,30,30,0.9354237318824866,0.9388327227561313,0.6798046495845534,0.025177149310961933
0,0.05_noise_2,400,30,60,0.9334179760744803,0.9403535076566009,0.6830049247866874,0.024779294707497367
0,0.05_noise_2,400,30,100,0.927373998405205,0.9361064251670719,0.6797827138636074,0.020069277248271677
0,0.05_noise_2,400,60,1,0.9193532087784411,0.9260348739024971,0.530864098317729,0.07209243283794878
0,0.05_noise_2,400,60,10,0.9354340855640143,0.9402513077512822,0.6746369221972444,0.024137456500780127
0,0.05_noise_2,400,60,30,0.9334066889244244,0.9395265320625733,0.6806871493211639,0.025925154412221756
0,0.05_noise_2,400,60,60,0.9354237318824866,0.9403252183765876,0.6832692509383153,0.02489843668587781
0,0.05_noise_2,400,60,100,0.9374454411952654,0.9398443922080756,0.6828536955171368,0.020784408983210895
0,0.05_noise_2,400,100,1,0.9163416984628021,0.9272990459210111,0.5332094240993956,0.07259640842200198
0,0.05_noise_2,400,100,10,0.9354340855640143,0.94136100179259,0.6749775560952689,0.023619687892552796
0,0.05_noise_2,400,100,30,0.9354272055799565,0.9416211334413234,0.683095694810291,0.02768144097248682
0,0.05_noise_2,400,100,60,0.9384551236476198,0.9434891145629937,0.6845372555305637,0.02566423810487977
0,0.05_noise_2,400,100,100,0.9384460353278069,0.9423895469899077,0.6844550347920701,0.021877959251416314
0,0.3_noise_3,400,1,1,0.9679184398894053,0.968356767705147,0.9418488760885362,0.039370018772402766
0,0.3_noise_3,400,1,10,0.9679184398894053,0.968356767705147,0.9574028975507816,0.002437874300997595
0,0.3_noise_3,400,1,30,0.9679184398894053,0.968356767705147,0.9578596663133127,0.0023065633059984663
0,0.3_noise_3,400,1,60,0.9679184398894053,0.968356767705147,0.957775631472132,0.002416599253411895
0,0.3_noise_3,400,1,100,0.9679184398894053,0.968356767705147,0.9578649031099455,0.0023396647112879088
0,0.3_noise_3,400,10,1,0.9679184398894053,0.9683470003681762,0.9418782400533093,0.03938397377099746
0,0.3_noise_3,400,10,10,0.9679184398894053,0.968356767705147,0.9574028975507816,0.002437874300997595
0,0.3_noise_3,400,10,30,0.9679184398894053,0.968356767705147,0.9578596663133127,0.0023065633059984663
0,0.3_noise_3,400,10,60,0.9679184398894053,0.968356767705147,0.957775631472132,0.002416599253411895
0,0.3_noise_3,400,10,100,0.9679184398894053,0.968356767705147,0.9578649031099455,0.0023396647112879088
0,0.3_noise_3,400,30,1,0.9679184398894053,0.9682359599984222,0.9418626728655772,0.03943761436364199
0,0.3_noise_3,400,30,10,0.9679184398894053,0.9683305046631543,0.9574413057221886,0.002408571341666225
0,0.3_noise_3,400,30,30,0.9679184398894053,0.968356767705147,0.9578596663133127,0.0023065633059984663
0,0.3_noise_3,400,30,60,0.9679184398894053,0.968356767705147,0.957775631472132,0.002416599253411895
0,0.3_noise_3,400,30,100,0.9679184398894053,0.968356767705147,0.9578649031099455,0.0023396647112879088
0,0.3_noise_3,400,60,1,0.9679184398894053,0.9683042466480655,0.9419184741342475,0.03942173508011577
0,0.3_noise_3,400,60,10,0.9679184398894053,0.9683305046631543,0.9574413057221886,0.002408571341666225
0,0.3_noise_3,400,60,30,0.9679184398894053,0.968356767705147,0.9578596663133127,0.0023065633059984663
0,0.3_noise_3,400,60,60,0.9679184398894053,0.968356767705147,0.957775631472132,0.002416599253411895
0,0.3_noise_3,400,60,100,0.9679184398894053,0.968356767705147,0.9578649031099455,0.0023396647112879088
0,0.3_noise_3,400,100,1,0.9679184398894053,0.9683081739421457,0.9420135806717382,0.03943070720859817
0,0.3_noise_3,400,100,10,0.9679184398894053,0.9683112205689322,0.9575173869238063,0.00243276657190996
0,0.3_noise_3,400,100,30,0.9679184398894053,0.9682785064794046,0.9579777594244014,0.002210790562302279
0,0.3_noise_3,400,100,60,0.9679184398894053,0.968356767705147,0.957775631472132,0.002416599253411895
0,0.3_noise_3,400,100,100,0.9679184398894053,0.9683486340451756,0.9579054530435462,0.0023850684973202433
0,0.3_noise_2,400,1,1,0.9679184398894053,0.968356767705147,0.9545389628971079,0.040014068355867294
0,0.3_noise_2,400,1,10,0.9679184398894053,0.968356767705147,0.9568661491191455,0.033349373302626606
0,0.3_noise_2,400,1,30,0.9679184398894053,0.968356767705147,0.9634111683501445,0.013781879460433586
0,0.3_noise_2,400,1,60,0.9679184398894053,0.968356767705147,0.963674262010343,0.013003039840201666
0,0.3_noise_2,400,1,100,0.9679184398894053,0.968356767705147,0.9647799423864931,0.009835949396421509
0,0.3_noise_2,400,10,1,0.9679184398894053,0.968356767705147,0.9545389628971079,0.040014068355867294
0,0.3_noise_2,400,10,10,0.9679184398894053,0.968356767705147,0.9568661491191455,0.033349373302626606
0,0.3_noise_2,400,10,30,0.9679184398894053,0.968356767705147,0.9634111683501445,0.013781879460433586
0,0.3_noise_2,400,10,60,0.9679184398894053,0.968356767705147,0.963674262010343,0.013003039840201666
0,0.3_noise_2,400,10,100,0.9679184398894053,0.968356767705147,0.9647799423864931,0.009835949396421509
0,0.3_noise_2,400,30,1,0.9679184398894053,0.968356767705147,0.9545389628971079,0.040014068355867294
0,0.3_noise_2,400,30,10,0.9679184398894053,0.968356767705147,0.9568661491191455,0.033349373302626606
0,0.3_noise_2,400,30,30,0.9679184398894053,0.968356767705147,0.9634111683501445,0.013781879460433586
0,0.3_noise_2,400,30,60,0.9679184398894053,0.968356767705147,0.963674262010343,0.013003039840201666
0,0.3_noise_2,400,30,100,0.9679184398894053,0.968356767705147,0.9647799423864931,0.009835949396421509
0,0.3_noise_2,400,60,1,0.9679184398894053,0.968356767705147,0.9545389628971079,0.040014068355867294
0,0.3_noise_2,400,60,10,0.9679184398894053,0.968356767705147,0.9568661491191455,0.033349373302626606
0,0.3_noise_2,400,60,30,0.9679184398894053,0.968356767705147,0.9634111683501445,0.013781879460433586
0,0.3_noise_2,400,60,60,0.9679184398894053,0.968356767705147,0.963674262010343,0.013003039840201666
0,0.3_noise_2,400,60,100,0.9679184398894053,0.968356767705147,0.9647799423864931,0.009835949396421509
0,0.3_noise_2,400,100,1,0.9679184398894053,0.968356767705147,0.9545389628971079,0.040014068355867294
0,0.3_noise_2,400,100,10,0.9679184398894053,0.968356767705147,0.9568661491191455,0.033349373302626606
0,0.3_noise_2,400,100,30,0.9679184398894053,0.968356767705147,0.9634111683501445,0.013781879460433586
0,0.3_noise_2,400,100,60,0.9679184398894053,0.968356767705147,0.963674262010343,0.013003039840201666
0,0.3_noise_2,400,100,100,0.9679184398894053,0.968356767705147,0.9647799423864931,0.009835949396421509
